num_neg,acc_AE,f1_AE,acc_GAE1,f1_GAE1,acc_GAE2,f1_GAE2,acc_GAE3,f1_GAE3,acc_GAE4,f1_GAE4
1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3,1.0,1.0,1.0,1.0,0.3333,0.5,0.3333,0.5,1.0,1.0
4,1.0,1.0,1.0,1.0,0.5,0.6667,0.5,0.6667,1.0,1.0
5,1.0,1.0,1.0,1.0,0.6,0.75,0.6,0.75,1.0,1.0
6,1.0,1.0,1.0,1.0,0.6667,0.8,0.6667,0.8,1.0,1.0
7,1.0,1.0,1.0,1.0,0.7143,0.8333,0.7143,0.8333,1.0,1.0
8,1.0,1.0,1.0,1.0,0.625,0.7692,0.625,0.7692,1.0,1.0
9,1.0,1.0,1.0,1.0,0.6667,0.8,0.6667,0.8,1.0,1.0
10,1.0,1.0,1.0,1.0,0.7,0.8235,0.7,0.8235,1.0,1.0
11,1.0,1.0,1.0,1.0,0.7273,0.8421,0.7273,0.8421,1.0,1.0
12,1.0,1.0,1.0,1.0,0.6667,0.8,0.6667,0.8,1.0,1.0
13,1.0,1.0,1.0,1.0,0.6154,0.7619,0.6154,0.7619,1.0,1.0
14,1.0,1.0,1.0,1.0,0.6429,0.7826,0.6429,0.7826,1.0,1.0
15,1.0,1.0,1.0,1.0,0.6667,0.8,0.6667,0.8,1.0,1.0
16,1.0,1.0,0.9375,0.9677,0.6875,0.8148,0.6875,0.8148,1.0,1.0
17,1.0,1.0,0.9412,0.9697,0.7059,0.8276,0.7059,0.8276,1.0,1.0
18,1.0,1.0,0.9444,0.9714,0.7222,0.8387,0.7222,0.8387,1.0,1.0
19,1.0,1.0,0.9474,0.973,0.7368,0.8485,0.7368,0.8485,1.0,1.0
20,1.0,1.0,0.95,0.9744,0.75,0.8571,0.75,0.8571,0.95,0.9744
21,1.0,1.0,0.9524,0.9756,0.7619,0.8649,0.7619,0.8649,0.9524,0.9756
22,1.0,1.0,0.9545,0.9767,0.7727,0.8718,0.7727,0.8718,0.9545,0.9767
23,1.0,1.0,0.9565,0.9778,0.7826,0.878,0.7826,0.878,0.9565,0.9778
24,1.0,1.0,0.9583,0.9787,0.7917,0.8837,0.7917,0.8837,0.9583,0.9787
25,0.96,0.9796,0.96,0.9796,0.8,0.8889,0.8,0.8889,0.92,0.9583
26,0.9615,0.9804,0.9615,0.9804,0.8077,0.8936,0.8077,0.8936,0.9231,0.96
27,0.9259,0.9615,0.963,0.9811,0.8148,0.898,0.8148,0.898,0.8889,0.9412
28,0.9286,0.963,0.9286,0.963,0.8214,0.902,0.8214,0.902,0.8929,0.9434
29,0.931,0.9643,0.931,0.9643,0.7931,0.8846,0.7931,0.8846,0.8966,0.9455
30,0.9333,0.9655,0.9333,0.9655,0.8,0.8889,0.8,0.8889,0.9,0.9474
31,0.9355,0.9667,0.9355,0.9667,0.8065,0.8929,0.8065,0.8929,0.9032,0.9492
32,0.9375,0.9677,0.9375,0.9677,0.8125,0.8966,0.8125,0.8966,0.9062,0.9508
33,0.9091,0.9524,0.9394,0.9688,0.8182,0.9,0.8182,0.9,0.9091,0.9524
34,0.9118,0.9538,0.9412,0.9697,0.7941,0.8852,0.7941,0.8852,0.8824,0.9375
35,0.9143,0.9552,0.9143,0.9552,0.7714,0.871,0.7714,0.871,0.8857,0.9394
36,0.9167,0.9565,0.9167,0.9565,0.7778,0.875,0.7778,0.875,0.8889,0.9412
37,0.8919,0.9429,0.8919,0.9429,0.7838,0.8788,0.7838,0.8788,0.8919,0.9429
38,0.8947,0.9444,0.8947,0.9444,0.7895,0.8824,0.7895,0.8824,0.8947,0.9444
39,0.8974,0.9459,0.8974,0.9459,0.7949,0.8857,0.7949,0.8857,0.8974,0.9459
40,0.9,0.9474,0.9,0.9474,0.8,0.8889,0.8,0.8889,0.9,0.9474
41,0.9024,0.9487,0.9024,0.9487,0.8049,0.8919,0.8049,0.8919,0.9024,0.9487
42,0.9048,0.95,0.9048,0.95,0.8095,0.8947,0.8095,0.8947,0.881,0.9367
43,0.907,0.9512,0.907,0.9512,0.814,0.8974,0.814,0.8974,0.8837,0.9383
44,0.9091,0.9524,0.9091,0.9524,0.8182,0.9,0.8182,0.9,0.8864,0.9398
45,0.9111,0.9535,0.9111,0.9535,0.8222,0.9024,0.8222,0.9024,0.8889,0.9412
46,0.8913,0.9425,0.913,0.9545,0.8261,0.9048,0.8261,0.9048,0.8696,0.9302
47,0.8936,0.9438,0.9149,0.9556,0.8298,0.907,0.8298,0.907,0.8511,0.9195
48,0.8958,0.9451,0.9167,0.9565,0.8333,0.9091,0.8333,0.9091,0.8542,0.9213
49,0.898,0.9462,0.9184,0.9574,0.8163,0.8989,0.8163,0.8989,0.8571,0.9231
50,0.9,0.9474,0.9,0.9474,0.8,0.8889,0.8,0.8889,0.86,0.9247
51,0.8824,0.9375,0.902,0.9485,0.8039,0.8913,0.8039,0.8913,0.8627,0.9263
52,0.8846,0.9388,0.8846,0.9388,0.8077,0.8936,0.8077,0.8936,0.8654,0.9278
53,0.8868,0.94,0.8868,0.94,0.7925,0.8842,0.7925,0.8842,0.8679,0.9293
54,0.8889,0.9412,0.8889,0.9412,0.7778,0.875,0.7778,0.875,0.8704,0.9307
55,0.8909,0.9423,0.8909,0.9423,0.7818,0.8776,0.7818,0.8776,0.8727,0.932
56,0.875,0.9333,0.8929,0.9434,0.7857,0.88,0.7857,0.88,0.875,0.9333
57,0.8772,0.9346,0.8947,0.9444,0.7895,0.8824,0.7895,0.8824,0.8772,0.9346
58,0.8793,0.9358,0.8966,0.9455,0.7931,0.8846,0.7931,0.8846,0.8793,0.9358
59,0.8814,0.9369,0.8983,0.9464,0.7966,0.8868,0.7966,0.8868,0.8814,0.9369
60,0.8833,0.9381,0.9,0.9474,0.8,0.8889,0.8,0.8889,0.8833,0.9381
61,0.8852,0.9391,0.8852,0.9391,0.8033,0.8909,0.8033,0.8909,0.8852,0.9391
62,0.8871,0.9402,0.8871,0.9402,0.8065,0.8929,0.8065,0.8929,0.8871,0.9402
63,0.8889,0.9412,0.8889,0.9412,0.8095,0.8947,0.8095,0.8947,0.8889,0.9412
64,0.8906,0.9421,0.8906,0.9421,0.8125,0.8966,0.8125,0.8966,0.8906,0.9421
65,0.8923,0.9431,0.8923,0.9431,0.8154,0.8983,0.8154,0.8983,0.8923,0.9431
66,0.8788,0.9355,0.8788,0.9355,0.8182,0.9,0.8182,0.9,0.8939,0.944
67,0.8806,0.9365,0.8806,0.9365,0.806,0.8926,0.806,0.8926,0.8955,0.9449
68,0.8824,0.9375,0.8824,0.9375,0.8088,0.8943,0.8088,0.8943,0.8971,0.9457
69,0.8841,0.9385,0.8841,0.9385,0.8116,0.896,0.8116,0.896,0.8986,0.9466
70,0.8857,0.9394,0.8857,0.9394,0.8143,0.8976,0.8143,0.8976,0.9,0.9474
71,0.8873,0.9403,0.8732,0.9323,0.8169,0.8992,0.8169,0.8992,0.9014,0.9481
72,0.8889,0.9412,0.875,0.9333,0.8194,0.9008,0.8194,0.9008,0.9028,0.9489
73,0.8904,0.942,0.8767,0.9343,0.8219,0.9023,0.8219,0.9023,0.9041,0.9496
74,0.8784,0.9353,0.8784,0.9353,0.8243,0.9037,0.8243,0.9037,0.9054,0.9504
75,0.88,0.9362,0.88,0.9362,0.8267,0.9051,0.8267,0.9051,0.9067,0.951
76,0.8816,0.9371,0.8816,0.9371,0.8289,0.9065,0.8289,0.9065,0.9079,0.9517
77,0.8831,0.9379,0.8831,0.9379,0.8312,0.9078,0.8312,0.9078,0.9091,0.9524
78,0.8846,0.9388,0.8846,0.9388,0.8333,0.9091,0.8333,0.9091,0.9103,0.953
79,0.8734,0.9324,0.8861,0.9396,0.8354,0.9103,0.8354,0.9103,0.9114,0.9536
80,0.875,0.9333,0.8875,0.9404,0.8375,0.9116,0.8375,0.9116,0.9125,0.9542
81,0.8765,0.9342,0.8889,0.9412,0.8395,0.9128,0.8395,0.9128,0.9012,0.9481
82,0.878,0.9351,0.878,0.9351,0.8415,0.9139,0.8415,0.9139,0.8902,0.9419
83,0.8795,0.9359,0.8795,0.9359,0.8434,0.915,0.8434,0.915,0.8916,0.9427
84,0.881,0.9367,0.881,0.9367,0.8452,0.9161,0.8452,0.9161,0.8929,0.9434
85,0.8706,0.9308,0.8706,0.9308,0.8471,0.9172,0.8471,0.9172,0.8941,0.9441
86,0.8605,0.925,0.8721,0.9317,0.8488,0.9182,0.8488,0.9182,0.8953,0.9448
87,0.8621,0.9259,0.8621,0.9259,0.8506,0.9193,0.8506,0.9193,0.8966,0.9455
88,0.8636,0.9268,0.8636,0.9268,0.8409,0.9136,0.8409,0.9136,0.8864,0.9398
89,0.8652,0.9277,0.8652,0.9277,0.8427,0.9146,0.8427,0.9146,0.8876,0.9405
90,0.8667,0.9286,0.8667,0.9286,0.8444,0.9157,0.8444,0.9157,0.8889,0.9412
91,0.8681,0.9294,0.8571,0.9231,0.8462,0.9167,0.8462,0.9167,0.8901,0.9419
92,0.8696,0.9302,0.8587,0.924,0.8478,0.9176,0.8478,0.9176,0.8804,0.9364
93,0.8602,0.9249,0.8602,0.9249,0.8495,0.9186,0.8495,0.9186,0.8817,0.9371
94,0.8511,0.9195,0.8617,0.9257,0.8404,0.9133,0.8404,0.9133,0.883,0.9379
95,0.8421,0.9143,0.8526,0.9205,0.8421,0.9143,0.8421,0.9143,0.8842,0.9385
96,0.8438,0.9153,0.8542,0.9213,0.8438,0.9153,0.8438,0.9153,0.8854,0.9392
97,0.8351,0.9101,0.8557,0.9222,0.8454,0.9162,0.8454,0.9162,0.8866,0.9399
98,0.8367,0.9111,0.8571,0.9231,0.8469,0.9171,0.8469,0.9171,0.8878,0.9405
99,0.8384,0.9121,0.8485,0.918,0.8384,0.9121,0.8384,0.9121,0.8889,0.9412
100,0.84,0.913,0.85,0.9189,0.83,0.9071,0.83,0.9071,0.89,0.9418
101,0.8416,0.914,0.8515,0.9198,0.8317,0.9081,0.8317,0.9081,0.8911,0.9424
102,0.8333,0.9091,0.8431,0.9149,0.8333,0.9091,0.8333,0.9091,0.8824,0.9375
103,0.835,0.9101,0.835,0.9101,0.835,0.9101,0.835,0.9101,0.8835,0.9381
104,0.8365,0.911,0.8269,0.9053,0.8365,0.911,0.8365,0.911,0.8846,0.9388
105,0.8381,0.9119,0.8286,0.9062,0.8381,0.9119,0.8381,0.9119,0.8857,0.9394
106,0.8396,0.9128,0.8208,0.9016,0.8396,0.9128,0.8396,0.9128,0.8774,0.9347
107,0.8411,0.9137,0.8224,0.9026,0.8411,0.9137,0.8411,0.9137,0.8785,0.9353
108,0.8333,0.9091,0.8241,0.9036,0.8426,0.9146,0.8426,0.9146,0.8796,0.936
109,0.8349,0.91,0.8257,0.9045,0.844,0.9154,0.844,0.9154,0.8716,0.9314
110,0.8364,0.9109,0.8273,0.9055,0.8455,0.9163,0.8455,0.9163,0.8636,0.9268
111,0.8378,0.9118,0.8288,0.9064,0.8468,0.9171,0.8468,0.9171,0.8559,0.9223
112,0.8304,0.9073,0.8304,0.9073,0.8482,0.9179,0.8482,0.9179,0.8571,0.9231
113,0.8319,0.9082,0.823,0.9029,0.8496,0.9187,0.8496,0.9187,0.8584,0.9238
114,0.8333,0.9091,0.8246,0.9038,0.8509,0.9194,0.8509,0.9194,0.8596,0.9245
115,0.8348,0.91,0.8174,0.8995,0.8522,0.9202,0.8522,0.9202,0.8522,0.9202
116,0.8362,0.9108,0.819,0.9005,0.8534,0.9209,0.8534,0.9209,0.8534,0.9209
117,0.8376,0.9116,0.812,0.8962,0.8462,0.9167,0.8462,0.9167,0.8462,0.9167
118,0.839,0.9124,0.8136,0.8972,0.8475,0.9174,0.8475,0.9174,0.839,0.9124
119,0.8403,0.9132,0.8151,0.8981,0.8487,0.9182,0.8487,0.9182,0.8403,0.9132
120,0.8417,0.914,0.8167,0.8991,0.85,0.9189,0.85,0.9189,0.8333,0.9091
121,0.843,0.9148,0.8182,0.9,0.8512,0.9196,0.8512,0.9196,0.8347,0.9099
122,0.8361,0.9107,0.8115,0.8959,0.8525,0.9204,0.8525,0.9204,0.8361,0.9107
123,0.8374,0.9115,0.813,0.8969,0.8537,0.9211,0.8537,0.9211,0.8374,0.9115
124,0.8306,0.9075,0.8145,0.8978,0.8548,0.9217,0.8548,0.9217,0.8306,0.9075
125,0.832,0.9083,0.816,0.8987,0.856,0.9224,0.856,0.9224,0.832,0.9083
126,0.8333,0.9091,0.8095,0.8947,0.8571,0.9231,0.8571,0.9231,0.8333,0.9091
127,0.8346,0.9099,0.811,0.8957,0.8583,0.9237,0.8583,0.9237,0.8346,0.9099
128,0.8359,0.9106,0.8047,0.8918,0.8594,0.9244,0.8594,0.9244,0.8281,0.906
129,0.8295,0.9068,0.8062,0.8927,0.8605,0.925,0.8605,0.925,0.8295,0.9068
130,0.8231,0.903,0.8077,0.8936,0.8615,0.9256,0.8615,0.9256,0.8231,0.903
131,0.8244,0.9038,0.8092,0.8945,0.8626,0.9262,0.8626,0.9262,0.8244,0.9038
132,0.8182,0.9,0.803,0.8908,0.8636,0.9268,0.8636,0.9268,0.8258,0.9046
133,0.8195,0.9008,0.797,0.887,0.8647,0.9274,0.8647,0.9274,0.8195,0.9008
134,0.8209,0.9016,0.7985,0.888,0.8657,0.928,0.8657,0.928,0.8209,0.9016
135,0.8222,0.9024,0.8,0.8889,0.8667,0.9286,0.8667,0.9286,0.8222,0.9024
136,0.8235,0.9032,0.8015,0.8898,0.8603,0.9249,0.8603,0.9249,0.8162,0.8988
137,0.8248,0.904,0.8029,0.8907,0.8613,0.9255,0.8613,0.9255,0.8102,0.8952
138,0.8188,0.9004,0.8043,0.8916,0.8551,0.9219,0.8551,0.9219,0.8116,0.896
139,0.8201,0.9012,0.8058,0.8924,0.8561,0.9225,0.8561,0.9225,0.8129,0.8968
140,0.8214,0.902,0.8071,0.8933,0.8571,0.9231,0.8571,0.9231,0.8143,0.8976
141,0.8227,0.9027,0.8085,0.8941,0.8582,0.9237,0.8582,0.9237,0.8156,0.8984
142,0.8239,0.9035,0.8099,0.8949,0.8592,0.9242,0.8592,0.9242,0.8099,0.8949
143,0.8252,0.9042,0.8042,0.8915,0.8601,0.9248,0.8601,0.9248,0.8112,0.8958
144,0.8264,0.9049,0.8056,0.8923,0.8542,0.9213,0.8542,0.9213,0.8125,0.8966
145,0.8276,0.9057,0.8069,0.8931,0.8552,0.9219,0.8552,0.9219,0.8069,0.8931
146,0.8219,0.9023,0.8014,0.8897,0.8562,0.9225,0.8562,0.9225,0.8082,0.8939
147,0.8163,0.8989,0.7959,0.8864,0.8571,0.9231,0.8571,0.9231,0.8095,0.8947
148,0.8176,0.8996,0.7905,0.883,0.8514,0.9197,0.8514,0.9197,0.8041,0.8914
149,0.8188,0.9004,0.7919,0.8839,0.8456,0.9164,0.8456,0.9164,0.8054,0.8922
150,0.82,0.9011,0.7933,0.8848,0.8467,0.917,0.8467,0.917,0.8067,0.893
151,0.8212,0.9018,0.7881,0.8815,0.8477,0.9176,0.8477,0.9176,0.8079,0.8938
152,0.8224,0.9025,0.7895,0.8824,0.8487,0.9181,0.8487,0.9181,0.8092,0.8945
153,0.8235,0.9032,0.7908,0.8832,0.8497,0.9187,0.8497,0.9187,0.8105,0.8953
154,0.8182,0.9,0.7922,0.8841,0.8506,0.9193,0.8506,0.9193,0.8052,0.8921
155,0.8194,0.9007,0.7935,0.8849,0.8516,0.9199,0.8516,0.9199,0.8065,0.8929
156,0.8205,0.9014,0.7949,0.8857,0.8526,0.9204,0.8526,0.9204,0.8077,0.8936
157,0.8217,0.9021,0.7962,0.8865,0.8535,0.921,0.8535,0.921,0.8025,0.8905
158,0.8228,0.9028,0.7911,0.8834,0.8544,0.9215,0.8544,0.9215,0.8038,0.8912
159,0.8239,0.9034,0.7925,0.8842,0.8553,0.922,0.8553,0.922,0.805,0.892
160,0.8188,0.9003,0.7938,0.885,0.8562,0.9226,0.8562,0.9226,0.8,0.8889
161,0.8199,0.901,0.795,0.8858,0.8571,0.9231,0.8571,0.9231,0.8012,0.8897
162,0.821,0.9017,0.7963,0.8866,0.858,0.9236,0.858,0.9236,0.7963,0.8866
163,0.8221,0.9024,0.7975,0.8874,0.8589,0.9241,0.8589,0.9241,0.7975,0.8874
164,0.8171,0.8993,0.7988,0.8881,0.8537,0.9211,0.8537,0.9211,0.7988,0.8881
165,0.8121,0.8963,0.8,0.8889,0.8545,0.9216,0.8545,0.9216,0.7939,0.8851
166,0.8133,0.897,0.7952,0.8859,0.8554,0.9221,0.8554,0.9221,0.7952,0.8859
167,0.8144,0.8977,0.7904,0.8829,0.8563,0.9226,0.8563,0.9226,0.7964,0.8867
168,0.8155,0.8984,0.7917,0.8837,0.8512,0.9196,0.8512,0.9196,0.7976,0.8874
169,0.8166,0.899,0.787,0.8808,0.8521,0.9201,0.8521,0.9201,0.7988,0.8882
170,0.8176,0.8997,0.7824,0.8779,0.8471,0.9172,0.8471,0.9172,0.8,0.8889
171,0.8187,0.9003,0.7836,0.8787,0.848,0.9177,0.848,0.9177,0.8012,0.8896
172,0.8198,0.901,0.7849,0.8795,0.8488,0.9182,0.8488,0.9182,0.8023,0.8903
173,0.8208,0.9016,0.7861,0.8803,0.8439,0.9154,0.8439,0.9154,0.8035,0.891
174,0.8161,0.8987,0.7874,0.881,0.8448,0.9159,0.8448,0.9159,0.7989,0.8882
175,0.8171,0.8994,0.7829,0.8782,0.8457,0.9164,0.8457,0.9164,0.7943,0.8854
176,0.8182,0.9,0.7841,0.879,0.8466,0.9169,0.8466,0.9169,0.7955,0.8861
177,0.8136,0.8972,0.7797,0.8762,0.8475,0.9174,0.8475,0.9174,0.7966,0.8868
178,0.809,0.8944,0.7809,0.877,0.8483,0.9179,0.8483,0.9179,0.7978,0.8875
179,0.8101,0.8951,0.7821,0.8777,0.8492,0.9184,0.8492,0.9184,0.7989,0.8882
180,0.8056,0.8923,0.7833,0.8785,0.8444,0.9157,0.8444,0.9157,0.8,0.8889
181,0.8066,0.893,0.7845,0.8793,0.8453,0.9162,0.8453,0.9162,0.8011,0.8896
182,0.8077,0.8936,0.7857,0.88,0.8462,0.9167,0.8462,0.9167,0.7967,0.8869
183,0.8087,0.8943,0.7869,0.8807,0.8415,0.9139,0.8415,0.9139,0.7978,0.8875
184,0.8043,0.8916,0.788,0.8815,0.8424,0.9145,0.8424,0.9145,0.7989,0.8882
185,0.8054,0.8922,0.7838,0.8788,0.8432,0.915,0.8432,0.915,0.8,0.8889
186,0.8065,0.8929,0.7849,0.8795,0.8441,0.9155,0.8441,0.9155,0.8011,0.8896
187,0.8021,0.8902,0.7861,0.8802,0.8449,0.9159,0.8449,0.9159,0.8021,0.8902
188,0.8032,0.8909,0.7819,0.8776,0.8404,0.9133,0.8404,0.9133,0.7979,0.8876
189,0.8042,0.8915,0.7831,0.8783,0.8413,0.9138,0.8413,0.9138,0.7989,0.8882
190,0.8053,0.8921,0.7789,0.8757,0.8421,0.9143,0.8421,0.9143,0.7947,0.8856
191,0.801,0.8895,0.7801,0.8765,0.8429,0.9148,0.8429,0.9148,0.7906,0.883
192,0.8021,0.8902,0.7812,0.8772,0.8438,0.9153,0.8438,0.9153,0.7917,0.8837
193,0.8031,0.8908,0.7824,0.8779,0.8446,0.9157,0.8446,0.9157,0.7927,0.8844
194,0.799,0.8883,0.7835,0.8786,0.8454,0.9162,0.8454,0.9162,0.7938,0.8851
195,0.8,0.8889,0.7795,0.8761,0.841,0.9136,0.841,0.9136,0.7949,0.8857
196,0.7959,0.8864,0.7806,0.8768,0.8367,0.9111,0.8367,0.9111,0.7959,0.8864
197,0.7919,0.8839,0.7817,0.8775,0.8376,0.9116,0.8376,0.9116,0.797,0.887
198,0.7929,0.8845,0.7778,0.875,0.8333,0.9091,0.8333,0.9091,0.7929,0.8845
199,0.794,0.8852,0.7789,0.8757,0.8342,0.9096,0.8342,0.9096,0.794,0.8852
200,0.79,0.8827,0.775,0.8732,0.835,0.9101,0.835,0.9101,0.79,0.8827
201,0.7861,0.8802,0.7711,0.8708,0.8358,0.9106,0.8358,0.9106,0.791,0.8833
202,0.7871,0.8809,0.7723,0.8715,0.8317,0.9081,0.8317,0.9081,0.7871,0.8809
203,0.7833,0.8785,0.7734,0.8722,0.8325,0.9086,0.8325,0.9086,0.7882,0.8815
204,0.7843,0.8791,0.7745,0.8729,0.8333,0.9091,0.8333,0.9091,0.7892,0.8822
205,0.7854,0.8798,0.7756,0.8736,0.8341,0.9096,0.8341,0.9096,0.7902,0.8828
206,0.7864,0.8804,0.7718,0.8712,0.835,0.9101,0.835,0.9101,0.7864,0.8804
207,0.7826,0.878,0.7729,0.8719,0.8357,0.9105,0.8357,0.9105,0.7826,0.878
208,0.7837,0.8787,0.774,0.8726,0.8365,0.911,0.8365,0.911,0.7788,0.8757
209,0.7799,0.8763,0.7751,0.8733,0.8373,0.9115,0.8373,0.9115,0.7751,0.8733
210,0.781,0.877,0.7762,0.874,0.8381,0.9119,0.8381,0.9119,0.7714,0.871
211,0.7773,0.8747,0.7773,0.8747,0.8341,0.9096,0.8341,0.9096,0.7725,0.8717
212,0.7783,0.8753,0.7783,0.8753,0.8349,0.91,0.8349,0.91,0.7689,0.8693
213,0.7793,0.876,0.7793,0.876,0.8357,0.9105,0.8357,0.9105,0.7653,0.867
214,0.7804,0.8766,0.7757,0.8737,0.8364,0.9109,0.8364,0.9109,0.7664,0.8677
215,0.7814,0.8773,0.7767,0.8743,0.8372,0.9114,0.8372,0.9114,0.7628,0.8654
216,0.7824,0.8779,0.7778,0.875,0.838,0.9118,0.838,0.9118,0.7639,0.8661
217,0.7834,0.8786,0.7742,0.8727,0.8387,0.9123,0.8387,0.9123,0.7604,0.8639
218,0.7844,0.8792,0.7752,0.8734,0.8394,0.9127,0.8394,0.9127,0.7615,0.8646
219,0.7854,0.8798,0.7763,0.874,0.8402,0.9132,0.8402,0.9132,0.7626,0.8653
220,0.7818,0.8776,0.7773,0.8747,0.8409,0.9136,0.8409,0.9136,0.7636,0.866
221,0.7828,0.8782,0.7783,0.8753,0.8416,0.914,0.8416,0.914,0.7602,0.8638
222,0.7793,0.8759,0.7793,0.8759,0.8423,0.9144,0.8423,0.9144,0.7568,0.8615
223,0.7758,0.8737,0.7803,0.8766,0.843,0.9148,0.843,0.9148,0.7578,0.8622
224,0.7768,0.8744,0.7812,0.8772,0.8438,0.9153,0.8438,0.9153,0.7589,0.8629
225,0.7778,0.875,0.7822,0.8778,0.84,0.913,0.84,0.913,0.76,0.8636
226,0.7743,0.8728,0.7832,0.8784,0.8407,0.9135,0.8407,0.9135,0.7611,0.8643
227,0.7709,0.8706,0.7797,0.8762,0.837,0.9113,0.837,0.9113,0.7621,0.865
228,0.7719,0.8713,0.7807,0.8768,0.8377,0.9117,0.8377,0.9117,0.7632,0.8657
229,0.7729,0.8719,0.7817,0.8775,0.8384,0.9121,0.8384,0.9121,0.7642,0.8663
230,0.7739,0.8725,0.7783,0.8753,0.8391,0.9125,0.8391,0.9125,0.7652,0.867
231,0.7749,0.8732,0.7749,0.8732,0.8398,0.9129,0.8398,0.9129,0.7619,0.8649
232,0.7759,0.8738,0.7759,0.8738,0.8405,0.9133,0.8405,0.9133,0.7629,0.8655
233,0.7768,0.8744,0.7768,0.8744,0.8412,0.9138,0.8412,0.9138,0.7597,0.8634
234,0.7778,0.875,0.7735,0.8723,0.8419,0.9142,0.8419,0.9142,0.7607,0.8641
235,0.7787,0.8756,0.7702,0.8702,0.8426,0.9145,0.8426,0.9145,0.7617,0.8647
236,0.7754,0.8735,0.7712,0.8708,0.8432,0.9149,0.8432,0.9149,0.7585,0.8627
237,0.7722,0.8714,0.7722,0.8714,0.8439,0.9153,0.8439,0.9153,0.7595,0.8633
238,0.7689,0.8694,0.7689,0.8694,0.8445,0.9157,0.8445,0.9157,0.7605,0.864
239,0.7699,0.87,0.7699,0.87,0.8452,0.9161,0.8452,0.9161,0.7615,0.8646
240,0.7667,0.8679,0.7708,0.8706,0.8458,0.9165,0.8458,0.9165,0.7625,0.8652
241,0.7676,0.8685,0.7676,0.8685,0.8465,0.9169,0.8465,0.9169,0.7635,0.8659
242,0.7686,0.8692,0.7645,0.8665,0.843,0.9148,0.843,0.9148,0.7603,0.8638
243,0.7695,0.8698,0.7654,0.8671,0.8436,0.9152,0.8436,0.9152,0.7613,0.8645
244,0.7664,0.8677,0.7664,0.8677,0.8443,0.9156,0.8443,0.9156,0.7623,0.8651
245,0.7673,0.8684,0.7673,0.8684,0.8449,0.9159,0.8449,0.9159,0.7592,0.8631
246,0.7642,0.8664,0.7683,0.869,0.8455,0.9163,0.8455,0.9163,0.7602,0.8637
247,0.7611,0.8644,0.7652,0.867,0.8462,0.9167,0.8462,0.9167,0.7611,0.8644
248,0.7581,0.8624,0.7621,0.865,0.8468,0.917,0.8468,0.917,0.7581,0.8624
249,0.759,0.863,0.759,0.863,0.8474,0.9174,0.8474,0.9174,0.755,0.8604
1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
